Title,Score,ProgressChapter,ProgressVolumes,Type
Genshitan Janome,0,61,7,MANGA
Kkeopdegi,0,85,0,MANGA
Before You Grow Up,0,1,1,MANGA
www.Ttakgeollyeosseo.com,0,0,10,MANGA
Namida no Suisou,0,1,1,MANGA
Einstein 1904,0,17,2,MANGA
Love Comedy - The Best Buddy,0,1,0,ONE_SHOT
Futari to Hitori no Renai Kouryaku,0,16,2,MANGA
FairlyLife,0,3,1,MANGA
Kuroneko no Sankaku,0,0,1,MANGA
YuReRururu,0,13,3,MANGA
Yaki Mochi Yaki na Koimonogatari,0,6,1,MANGA
Pekin Reijin Shou,0,8,2,MANGA
Ginga Densetsu: Anju to Jiroumaru,0,11,1,MANGA
Yamagarasu,0,1,0,ONE_SHOT
Twinkle Star Nonnonzie,0,14,1,MANGA
Over the Top,0,1,0,ONE_SHOT
Hitomi de Watashi wo Tsukamaete,0,5,1,MANGA
Secret Garden,0,1,0,ONE_SHOT
Danzi,0,49,2,MANGA
Ohayou to Oyasumi to Sono Ato ni Dear,0,6,1,MANGA
Fuck S - No Limit,0,1,0,ONE_SHOT
From a Near Miss Comes Love,0,1,0,ONE_SHOT
metro,0,36,4,MANGA
Mariappoi no!,0,0,2,MANGA
Ichijirushiku Akiraka,0,2,0,MANGA
Bem Hunter Sword,0,0,1,MANGA
Tanken Driland,0,8,1,MANGA
Komarasechatte Ii Desu Ka?,0,1,0,ONE_SHOT
Ecchi,0,0,14,MANGA
Katei Kyoushi to Imouto-chan,0,1,0,ONE_SHOT
Hakushaku Reijou to Juusha no Futekisetsu na Kankei,0,16,3,MANGA
F no Mitsumei,0,10,2,MANGA
Ikoku Meiro no Croisée: Le cahier d' Yune,0,5,1,NOVEL
Go! Virginal Hanayuuki,0,9,2,MANGA
Aki no Shikawa Fue ni Yoru,0,15,3,MANGA
Chronicle,0,6,1,MANGA
Zettai Zetsubou Shoujo: Danganronpa Another Episode Comic Anthology,0,29,2,MANGA
Rengoku Game,0,52,6,MANGA
Nanawo Chiitoitsu,0,27,3,MANGA
Mahiru no Hyakki Yakou,0,12,2,MANGA
Aoki Jupiter,0,8,2,MANGA
Blind Point Lake,0,13,1,MANGA
Sacred Dream,0,1,1,MANGA
Dekichatta Kazoku,0,6,1,MANGA
36°C Rebellion,0,0,6,MANGA
Tantei Chuudoku,0,10,2,MANGA
Shoujo Shihai,0,17,2,MANGA
Mokka, Mimodaeshi Mune no Uchi.,0,2,1,MANGA
Hanamatsu to 5-nin no Onna,0,7,1,MANGA
Ice no Oto,0,0,2,MANGA
Complete Novice,0,25,5,NOVEL
Kotonoha Hira,0,1,0,ONE_SHOT
NIRAIKANAI : Harukanaru Neno Kuni,0,66,6,MANGA
Iblard Monogatari - Laputa no Aru Fuukei,0,12,1,MANGA
Pawopul Paenti Teurauma,0,42,0,MANGA
Gyakuten Shoukan: Urasettei made Shiritsukushita Isekai ni Gakkou Goto Shoukan Sarete,0,22,3,NOVEL
Love Fantasy,0,0,9,MANGA
Nounai Kakutou Akiba Shoot,0,0,4,MANGA
Issho na Dake Ja,0,1,0,ONE_SHOT
Ooki-sensei to Kosame-san,0,12,2,MANGA
Ai no Moto ni Tsudoe,0,16,4,MANGA
Chiisana Neko wo Shoukan Dekita nara,0,30,1,MANGA
Cocktail Ponytail,0,11,1,MANGA
Eleanor,0,1,1,MANGA
Futari ni Omakase,0,26,6,MANGA
Kaichou no Joker,0,39,4,NOVEL
Smile Precure!,0,6,1,NOVEL
Ukkari Mariko-san,0,0,1,MANGA
Aiganken Inu wa Mate ga Dekinai,0,9,1,MANGA
Genkoku Senki Crow,0,0,2,NOVEL
Sakura no Neko-hime,0,0,4,MANGA
Ikemen Shachou Kai Hajimemashita.,0,1,0,ONE_SHOT
Natsu e no Tunnel, Sayonara no Deguchi,0,6,1,NOVEL
Geu(sarinja)deul,0,52,0,MANGA
Loli-himesama no Kenkaku Nisshi,0,20,3,NOVEL
Noboru Asahi ni Kuchizuke o,0,5,1,MANGA
Dan Doh!! Xi,0,0,15,MANGA
Houkago Connection,0,1,0,ONE_SHOT
Oriko to Nattsun,0,23,3,MANGA
Katakoi Diary,0,8,1,MANGA
Shanghai Hakujatei Kitan,0,15,3,MANGA
Hero,0,0,16,MANGA
Osananajimi to Kamisama to,0,17,2,MANGA
5 Miao Tonghua,0,8,1,MANGA
Akuheki Nurse,0,1,0,ONE_SHOT
Ouka Ryou Wars,0,0,4,MANGA
Asuka²,0,0,1,MANGA
Papa to Watashi no Versus Nichijou,0,4,1,MANGA
Ima wa Tooi Natsu,0,6,1,MANGA
Byouin Ressha,0,0,1,MANGA
Fire Code,0,6,2,MANGA
Manabi no Kuni,0,11,1,MANGA
Hanahiraku Katei Tengoku,0,12,1,MANGA
Boo Boo,0,24,4,MANGA
Snowilybell,0,5,1,MANGA
Dark Violets,0,30,7,NOVEL
Kaze no Klonoa: 4-koma Manga Gekijou,0,17,1,MANGA
Coming Home,0,15,4,MANGA
Nobles' Love Company,0,0,15,MANGA
Akumazelma,0,11,2,MANGA
Sayonara no Hate ni,0,1,0,ONE_SHOT
Kemono no Marking,0,6,1,MANGA
Valkyrie Profile,0,12,2,NOVEL
Slash/Dog	,0,0,1,NOVEL
Saikyou Mahou Shoujo Akira,0,0,1,MANGA
Nishi no Yoki Majo Gaiden,0,1,1,MANGA
Ridatsu,0,1,0,ONE_SHOT
Mugen no Gunkan Yamato,0,110,14,MANGA
Space Battleship Yamato,0,6,1,MANGA
Dendou Darling,0,0,1,MANGA
Kimisae Inakereba,0,4,1,MANGA
Little Bird Little Love,0,8,1,MANGA
Kowai Hanashi,0,1,0,MANGA
Yan Zhi Cuo,0,11,2,MANGA
Hello Deadline,0,37,2,NOVEL
Satsujin Puzzle,0,1,0,ONE_SHOT
Ohayou Okaeri,0,0,5,MANGA
Sanposagatte Suki to Itte,0,1,0,ONE_SHOT
Mai-senpai wa Midarajanai,0,1,0,ONE_SHOT
Lime Odyssey,0,45,0,MANGA
Endo Ryoko wa Enryo ga nai,0,1,0,ONE_SHOT
Mimic no Miru Yume,0,1,0,ONE_SHOT
Wizard,0,4,1,MANGA
Bulmyeonjeung,0,0,2,MANGA
Urashima Ryuuguu Emaki,0,0,2,MANGA
Darashinai Onna,0,1,0,ONE_SHOT
Wakattenai no wa Watashi dake,0,0,1,MANGA
Koisuru Ojousama wa Papa to Yobitakunai,0,10,1,MANGA
Kin no Ono to Gin no Ono: Mizuumi no Megami wa Koi wo Suru,0,1,0,MANGA
Hitoribocchi no Kyuuketsuki,0,1,0,MANGA
Yureru Omoi,0,6,1,MANGA
Dear Myself dj - Second Virgin,0,1,1,MANGA
Dali no Witchcraft,0,1,0,ONE_SHOT
Boku wa Doko kara,0,34,4,MANGA
Wakadanna, Gohoushichuu,0,7,1,MANGA
Onmyouji ni Naru Houhou,0,1,0,ONE_SHOT
Kamisama Sakuragi Produce,0,18,3,MANGA
Abunai Paradise,0,0,1,MANGA
Ninku: Second Stage - Etonin-hen,0,0,12,MANGA
Tamako-san to Kashiwa-kun,0,5,1,NOVEL
Zyword,0,2,1,MANGA
Aries,0,18,1,MANGA
Shinai naru Koroshiya-sama,0,24,4,MANGA
Dokaben: Pro Yakyuu-hen,0,425,52,MANGA
9-Soku Gankyuu Active Sleep,0,0,1,MANGA
Minna Daisuki Marutarou,0,9,1,MANGA
Tokyo Wonder Boys,0,1,0,ONE_SHOT
Heisei Project: Imitation Hero,0,14,2,MANGA
Pure Pure,0,6,1,MANGA
The Devil Wears Suit,0,93,10,MANGA
Ao no Yami Gin no Yume,0,0,1,MANGA
Mayonaka no Senshi,0,0,1,MANGA
Slayers Smash.,0,0,5,NOVEL
Shigatsu Kissa no Himitsu no Jiken-bo,0,6,1,MANGA
Love Blossom Blooming Ago-Go,0,0,1,MANGA
Tensei shite Goushou Musume datta no ni Koukyuuiri desu ka!?,0,0,1,NOVEL
Iceland,0,0,1,MANGA
Yamaoka-kun no Himitsu no Koibana,0,5,1,MANGA
Neo Goumanism Sengen Special Sensouron,0,0,3,MANGA
Dear Boys: The Early Days,0,4,1,MANGA
Sore de wa Sassoku Buonappetito!,0,0,1,MANGA
Close Game,0,7,1,MANGA
Pinky Mist,0,4,1,MANGA
Mitsuboshi Love Days,0,5,1,MANGA
Dirty Pair Flash DX,0,5,1,MANGA
Naniwa Kin'yuudou,0,261,19,MANGA
Nishuume no Boku wa Kimi to Koi wo Suru,0,11,1,NOVEL
Koi wo Owari ni Shitakereba,0,6,1,MANGA
Lonely Soldier,0,5,1,MANGA
Ningen Kansatsu Doukoukai,0,8,1,MANGA
Be Takuto!!,0,13,2,MANGA
Luna Heights,0,40,4,MANGA
Futtemo Haretemo,0,3,0,MANGA
Na Nian, Xingkong Xia,0,39,0,MANGA
Arty Square,0,5,1,MANGA
Fly High,0,0,1,MANGA
Saibanin no Megami,0,0,5,MANGA
Haru yo, Kuruna,0,19,5,MANGA
Oniichan ga Daisuki na Imouto wa Jitsu wa Pro no Imouto Datta you desu,0,8,1,NOVEL
Heartland no Juunin,0,4,1,MANGA
Kikuzaka Hotel,0,12,1,MANGA
Shoujo ga Kowareta Toki,0,0,1,MANGA
If You Were Here,0,0,8,MANGA
9-banme no Musashi: Mission Blue,0,37,8,MANGA
Hamasaki Ayumi Miracle Passion,0,0,1,MANGA
Time Between Dog and Wolf,0,0,3,MANGA
Ninja Papa,0,59,7,MANGA
Kagerou-Nostalgia - The New Chapter,0,0,3,MANGA
Akuma-kun Series,0,0,7,MANGA
Yashiro,0,3,0,MANGA
Seisen Cerberus: Mou Hitori no Eiyuu,0,8,2,MANGA
Boyfriend,0,1,0,ONE_SHOT
Kiss Me Doctor!,0,4,1,MANGA
Fostine,0,0,4,MANGA
Happy Story,0,1,0,ONE_SHOT
Inu to Neko,0,23,1,MANGA
Soukai Girls!,0,22,3,NOVEL
Boy x Meet x Girl,0,4,1,MANGA
Kimi ni Sachiare!!,0,23,2,MANGA
Game-ya BL,0,0,2,MANGA
Tensai Megane ni Kime!,0,6,1,MANGA
Nounai Alice,0,12,2,MANGA
Sugu ni Te ga Deru Bokutachi wa,0,6,1,MANGA
Radical Elements,0,23,3,NOVEL
Dark Wars: The Tale of Meiji Dracula,0,1,1,NOVEL
Watashi wa Teki ni Narimasen!,0,0,6,NOVEL
Crow,0,18,3,MANGA
Watashi ga Kieta!,0,4,1,MANGA
Space Battleship Yamato: The New Voyage,0,0,2,MANGA
Henyoku no Labyrinth: Satellite Stories,0,6,1,MANGA
Hashitanakute gomen,0,34,7,MANGA
Marebito Cafe xx,0,1,0,ONE_SHOT
Rejimiru.,0,0,2,NOVEL
Asahi Ojousama to Kashima-kun,0,12,2,MANGA
Ao Ringo Meikyuu,0,0,3,MANGA
Shotenin-san no Heya ni Seikishi ga Sundemasu.,0,16,2,MANGA
Be Forever Yamato,0,0,2,MANGA
Umi to Heavy Smoker,0,5,1,MANGA
Ballad,0,11,2,MANGA
Zhen Erciyuan Banlu,0,50,0,MANGA
Shoukan Kyoushi Real Bout High School,0,90,19,NOVEL
Kidou Senshi Gundam: Koubou no A Baoa Qu,0,6,1,MANGA
Hikikomori no Hare Otoko,0,1,0,ONE_SHOT
Yamato III,0,0,2,MANGA
Dear My Guardy,0,0,1,MANGA
Kimi Nakute,0,1,1,MANGA
Nijou Taka Koukou Rojou Kansatsu-bu,0,1,0,MANGA
Cosmos Sou e Youkoso,0,1,0,ONE_SHOT
Jingi no Moribito,0,10,2,MANGA
Final Yamato,0,0,2,MANGA
Buddy Complex: Senjou no Coupling,0,0,1,MANGA
Andou Natsu: Edo Wagashi Shokunin Monogatari,0,176,20,MANGA
Watashi no Iinchou,0,1,0,ONE_SHOT
Sailor Zombie,0,22,4,MANGA
Kissa Holmes,0,1,0,ONE_SHOT
Gunparade Orchestra,0,0,3,MANGA
Naniwa Tomoare (2007),0,0,31,MANGA
Makoto Distortion,0,23,2,MANGA
Tekichuu! Seishun 100%,0,0,1,MANGA
P Angel,0,3,2,MANGA
The Young Bandit,0,1,0,ONE_SHOT
Koibito wa Dannasama,0,35,7,MANGA
Kokuhou no Oisha-san,0,12,2,MANGA
Ani no Tsuma to Ryokou Suru Hanashi,0,1,0,ONE_SHOT
Paradistar,0,11,2,MANGA
Baby, Good Morning,0,6,1,NOVEL
Hana to Yajuu,0,0,1,MANGA
Isekai Essay Saku: Bucket,0,1,0,ONE_SHOT
Kami no Kora no Regret,0,1,0,ONE_SHOT
Samurai Man,0,0,3,MANGA
Seikimatsu☆Darling 2006,0,15,1,MANGA
Sonic Generations,0,7,0,MANGA
Go-On!,0,30,4,MANGA
Bloody Little Circus,0,1,0,ONE_SHOT
Koi ni Haimamire,0,1,0,ONE_SHOT
Yuuwaku Tsundereation,0,6,1,MANGA
Sensei wa Kimusume ga Osuki,0,0,1,MANGA
Kegarenaki Bojou,0,5,1,MANGA
Zetsuai Beast: Omae no Mitsu wo Ore ni Sasagero,0,6,2,MANGA
Paradise City,0,0,4,MANGA
Gakkou no Kaidan,0,0,12,MANGA
Hakobunjaa,0,1,1,MANGA
Migiko Nippon Ichi!!,0,4,1,MANGA
Inori to Shomei,0,0,1,MANGA
Mimi wa Wasurenai,0,6,1,MANGA
Obaachan no Poi,0,1,0,ONE_SHOT
Madonna ni Tsugu,0,3,1,MANGA
Shoichi,0,0,9,MANGA
Star Head,0,0,1,MANGA
Yoshihara Yuki - The Best Selection,0,5,1,MANGA
Masukomi,0,44,2,MANGA
Kuro Otoko,0,7,1,MANGA
Yamabiko,0,5,1,MANGA
Celeb, Binbou Ryuugaku,0,7,1,MANGA
Yoshitoo-sama!,0,73,12,MANGA
Itai no Itai no, Tondeke,0,3,0,MANGA
Ane wa Soba ni Imashi, Yo wa Nabete Koto mo Nashi,0,0,2,MANGA
Ningendomo Atsumare!,0,13,2,MANGA
Ningyo no Sodate Kata,0,7,1,MANGA
Chi no Soko no Mahoutsukai,0,8,2,MANGA
Super Saiyuki,0,0,1,MANGA
Hamatora The Novel,0,0,1,NOVEL
Sky World,0,10,2,MANGA
Embryo,0,14,2,MANGA
Supeope Chuugaku,0,0,4,MANGA
Hibotan no Juliet,0,6,1,MANGA
Kabuki - Hana no Shou,0,5,1,MANGA
Glory Age,0,0,3,MANGA
Abakareru Hitomi,0,6,1,MANGA
Nadete Kiss Shite,0,0,1,MANGA
Boku no Karada wa Two Out,0,135,8,MANGA
Kyuuai Kareshi,0,5,1,MANGA
Showaru Neko,0,7,1,MANGA
Rakuban,0,7,1,MANGA
Bakumatsu Gurenta,0,0,3,MANGA
7 Bridge,0,50,7,MANGA
Akuma Kari,0,0,6,MANGA
Sui Tang Heroes,0,20,4,MANGA
Bitter x Sweet,0,6,1,MANGA
Kowareta Nou Seizon Suru Chi,0,4,1,MANGA
Kakanai Mangaka,0,71,7,MANGA
Douchuushi,0,11,4,MANGA
Koi wo Shita Sora no Majika,0,6,1,MANGA
Rockman Battle & Chase,0,0,1,MANGA
Oboetate no Rap de Kokuhaku Suru Onnanoko,0,1,0,MANGA
Shiritori,0,7,1,MANGA
Gokujou Sweets Danshi!,0,5,1,MANGA
Hakobiya Ken,0,0,4,MANGA
Imagine,0,0,11,MANGA
Yuuwaku no Hitsuji,0,5,1,MANGA
Koi Uta Unlock  ,0,5,1,MANGA
Sweet Home,0,0,2,MANGA
Because You Are Mine,0,0,11,MANGA
Kocchi Mite, Kamatte,0,5,1,MANGA
Tenkuu no Hachi,0,15,2,MANGA
Aoi Umi no Tristia: Hontou no Takaramono,0,7,1,NOVEL
Doukyonin no Bishoujo ga Lesbian Datta Ken.,0,0,1,MANGA
Mahou no Megane.,0,3,1,MANGA
Young & Fine,0,0,1,MANGA
Dakara Watashi wa Make Suru,0,6,1,MANGA
Risubokkuri,0,18,1,MANGA
Marin no Uchuu Ryokou,0,1,0,ONE_SHOT
Taishou Denki Busters: Furyou Shoujo to Onmyouji  ,0,0,0,MANGA
Butsumetsu Sentimental,0,1,0,ONE_SHOT
Shuuen Sekai no Rebellion,0,21,3,NOVEL
Saint Marie,0,0,7,MANGA
Cinderella no Jouken,0,5,1,MANGA
Ooga no Aniki to Doreichan,0,48,4,MANGA
Gyuunyuu Haitatsu DIARY,0,38,1,MANGA
Otoko no Ko Comic Anthology: Koakuma-hen,0,9,1,MANGA
Gokudo Naive,0,7,1,MANGA
Oppabu Crown,0,6,1,MANGA
Usotsuki no Omocha,0,8,1,MANGA
Tobira no Soto,0,0,3,NOVEL
Ara Waga Tono!,0,0,2,MANGA
Koibito ni Naru Jikan desu,0,15,3,MANGA
Ys,0,29,4,MANGA
Bara no Kaitou,0,0,1,MANGA
Renai Jikan,0,6,1,NOVEL
Akatsuki no Uta,0,6,1,MANGA
Oruto no Kumo kara,0,6,0,MANGA
Wild Blue,0,5,1,MANGA
Kikoku no Curse Holder,0,11,2,MANGA
Bakusou Kyoudai Let's & Go!! MAX,0,0,7,MANGA
Shoot! Arata Naru Densetsu,0,0,8,MANGA
Saiai Devil,0,1,0,ONE_SHOT
Haiji to Yamao,0,15,3,MANGA
Yume Kara Samete mo Koishiteru,0,0,1,MANGA
High-Heel Cop,0,19,5,MANGA
Chiisana Ai no Negai,0,1,1,MANGA
365-nichi no Koibito,0,0,1,MANGA
Umi Yori mo Fukaku,0,0,10,MANGA
Kokka Madou Saishuu Heiki Shoujo Arklow,0,12,2,NOVEL
Yurikago no Otome-tachi,0,5,1,MANGA
Hijitsuzai Kaiinu Kigi,0,1,0,ONE_SHOT
Hana Ikeru Doutei-kun,0,6,1,MANGA
Raise de Aimashou,0,0,3,MANGA
Material Candy,0,5,1,MANGA
Miserarete,0,4,1,MANGA
Momo no Tane,0,0,1,MANGA
Last Magica no Dualism,0,11,1,NOVEL
Genson! Kodai Seibutsu-shi Packy,0,23,2,MANGA
Shippuu Windmill!,0,28,2,MANGA
Hoshi no Kazu hodo,0,0,1,MANGA
Watashi ni Mienai Koigokoro,0,13,1,MANGA
Oni Shimin,0,1,0,ONE_SHOT
Ipponbana,0,1,0,ONE_SHOT
Soukou Kihei Votoms: AT Stories,0,10,2,MANGA
Ovum: Sodatanai Tamago,0,1,0,ONE_SHOT
Fuyuu Suru Karada,0,1,0,ONE_SHOT
Sotsugyou Sukuranburu,0,5,1,MANGA
Sanshirou²,0,0,20,MANGA
Shin Mizuiro Jidai,0,0,3,MANGA
Tenshi no Sumu Heya,0,5,1,MANGA
A.I Hunter,0,0,5,MANGA
Hidarite ga Yondeiru,0,1,0,ONE_SHOT
Mugendai no Hibi,0,8,1,MANGA
Land Escape,0,1,0,ONE_SHOT
Kei no Seishun,0,0,14,MANGA
Kura Kari no Kyuuketsuki,0,1,0,ONE_SHOT
Ningyohime no Suizokukan,0,19,2,MANGA
Kimi no Subete wo Misete,0,0,1,MANGA
Rakuen 30000 Feet - All Nippon Air Line,0,19,1,MANGA
N.G!,0,5,1,MANGA
Shounen Harem,0,0,3,MANGA
Shin Takarajima,0,3,1,MANGA
Singles,0,6,2,MANGA
Warlock Witch Craft,0,0,2,NOVEL
Mushikago Kitan,0,24,3,MANGA
Koufukuya,0,0,2,MANGA
Makenshi no Maken Niyoru Maken no Tame no Harem Life,0,20,3,NOVEL
Hajimete no Koi no Sodatekata,0,1,0,MANGA
Datte Aishiteru,0,53,3,MANGA
Galaxy Angel Chitose ga Iku!,0,14,2,MANGA
Nagaruru Rururuko,0,20,1,MANGA
Agade Bebe,0,0,1,MANGA
Kedamame,0,39,4,MANGA
Fei,0,2,1,MANGA
Tsutau,0,1,0,ONE_SHOT
Manatsu no Koi no Adventure,0,6,1,MANGA
Josou Danshi Anthology Syrup! [sweet],0,17,1,MANGA
Tobidasu! Doubutsuen,0,1,0,ONE_SHOT
Mukuro Hime,0,10,2,MANGA
Grimoire no Tate,0,15,2,NOVEL
Reikan Shoujo wa Hako no Naka,0,0,1,NOVEL
Rondo Capriccioso,0,0,2,MANGA
Tenohira,0,1,1,MANGA
Teikoku no Shinpei,0,32,5,MANGA
My Little Robinson,0,3,0,MANGA
Bomberman B-Daman Bakugaiden,0,0,3,MANGA
Kanbayashi & Kirika series,0,73,22,MANGA
Kaburi.mon.star!,0,6,1,MANGA
Rokujo Hitoma no Nekogami-sama,0,0,1,MANGA
Mebae no Maachi,0,3,1,MANGA
29-sai no Hello Work,0,1,0,ONE_SHOT
Like a Laika,0,1,0,ONE_SHOT
Spanish Harem,0,0,6,MANGA
Koukaku Kidoutai: Ghost in the Shell - Comic Tribute,0,9,1,MANGA
Hayo Tsukiau Hanashi,0,1,0,MANGA
Sentou Hawaii,0,12,1,MANGA
Gekkouzaka no Hanayashiki,0,12,2,MANGA
Birthday Songs,0,8,1,MANGA
Hanabusa-kun wa Kimi Izonshou,0,8,1,MANGA
Future Card Buddyfight,0,55,11,MANGA
Koi Yori Kiss Yori Daikirai!!,0,0,3,MANGA
Yangshou San Ge Yue,0,74,0,MANGA
Jeanne d'Arc,0,1,0,MANGA
Otobai shojo,0,0,1,MANGA
Yggdra Union Anthology Comic,0,13,1,MANGA
Yuuwaku Flash,0,5,1,MANGA
Marybell,0,0,12,MANGA
Kondo Koso Shiawase ni Narimasu!,0,0,4,NOVEL
Hearing The Sound of Bells,0,1,0,ONE_SHOT
Guru Guru Pon-chan Okawari,0,0,4,MANGA
15 Centimeter no Usotsuki,0,1,0,ONE_SHOT
Musashi,0,9,3,MANGA
Okojo-san,0,56,8,MANGA
Vividred Operation: The 4-koma Viviop,0,18,2,MANGA
Bie Zhan Ren! Wo de Bei Zi,0,58,0,MANGA
Flower Knight Girl Dengeki Comic Anthology,0,0,1,MANGA
Yoake Mae,0,0,1,MANGA
Billy the Kid 21-mai no Album,0,31,3,MANGA
Challenging the Manga Dojos,0,3,0,MANGA
Yuurei no Shoutai Mitari, Kare Atama.,0,16,2,MANGA
Cheap Chase,0,2,1,MANGA
Getsuyoubi no Yakusoku,0,0,1,MANGA
Nun Meon Jeongwon,0,74,0,MANGA
Private,0,0,2,MANGA
Chiisai Hito: Aoba Jidou Soudanjo Monogatari,0,27,6,MANGA
Tokkei Winspector,0,1,0,ONE_SHOT
Zhihao Beipan Diqiule,0,150,0,MANGA
CV:Heroine,0,5,1,MANGA
Hungry Tiger,0,7,1,MANGA
Milky Boy,0,0,8,MANGA
Tsuki Kuu Mushi,0,8,1,MANGA
Kappa no Sanpei Gaiden: Fushigina Kame,0,1,0,MANGA
Soul Reviver South,0,12,3,MANGA
Shoujo Fukkyuu Recovery Q,0,1,0,ONE_SHOT
Arina no Tane -Mattari Nichijou Hen-,0,35,1,MANGA
Mahou x Shoujo ni H ga Tarinai,0,0,0,MANGA
Ijiwaru Shitsuji to Binbou Celeb,0,6,0,MANGA
Otomegokoro ni Koigokoro,0,8,1,MANGA
Chigitte Kudasai Maou Heika.,0,23,3,NOVEL
Ai wa Chikyuu wo Sukuu,0,0,5,MANGA
Sougaku Toshi Osaka,0,27,2,NOVEL
Trude Oba-san: Grimm no Youna Monogatari,0,8,1,MANGA
Lone Wolf,0,1,0,ONE_SHOT
Shinba Shounen to Nemuru Kyojin,0,1,0,ONE_SHOT
Heisa Toshi Paris,0,24,2,NOVEL
Mon Cheri CoCo,0,0,3,MANGA
Hitomi Genki: Kingdom,0,57,10,MANGA
Shinkota,0,1,1,MANGA
Speed Heaven,0,15,2,MANGA
That Sensation,0,1,0,ONE_SHOT
Spiderweb,0,1,0,ONE_SHOT
Mamonomaniana Tenkousei ga Jugyou wo Arashite Kuru.,0,1,0,ONE_SHOT
Kidou Senshi Gundam U.C.0094: Across the Sky,0,17,4,MANGA
Kaidan to Odorou, Soshite Anata wa Kaidan de Odoru,0,0,1,NOVEL
Jinli Gui,0,43,0,MANGA
203 Goushitsu no Jinko-san,0,13,3,MANGA
Ashita mo Sekai wa Itsumo Doori,0,1,0,ONE_SHOT
Be My Baby,0,0,1,MANGA
Kaguya Maou Shiki!,0,63,10,NOVEL
Mega-Yuri,0,4,1,MANGA
Momikata,0,1,0,ONE_SHOT
Sister-in-Law!,0,24,2,MANGA
Ougon no Koku,0,1,0,ONE_SHOT
Magaku no Haou to Kahou no Juuhime,0,15,2,NOVEL
Watashi mo Sekai wo Owarasetai,0,8,2,MANGA
Kurenai MIX Special,0,7,1,MANGA
Parannara,0,47,0,MANGA
Steal and Dead,0,10,1,MANGA
Guns N' Pride,0,17,2,MANGA
Rikugun Renai Shikan Gakkou: Gunpuku no Adam-tachi,0,3,1,MANGA
Over Image,0,24,4,NOVEL
Akihiko Kaku Katariki,0,4,1,MANGA
Gale! Beast Machine Corps 203,0,8,1,MANGA
Kuro to Maruko,0,10,1,MANGA
Ultimate Special High School,0,17,2,MANGA
Koi wa Zenkeishisei,0,1,0,ONE_SHOT
Mizuiro, Sorairo,0,7,1,MANGA
Tsuki no Hikari ni Terasarete,0,5,1,MANGA
Playback I Love You,0,1,0,ONE_SHOT
Hakoniwa,0,5,1,MANGA
Mini Mini-bu: Sasaki Mini no Miniature Recipe,0,0,0,MANGA
Dolque!,0,47,5,MANGA
Mousou Kagyou no Michinaga-san,0,0,3,MANGA
Nora,0,5,1,MANGA
Maou Oujou Tour e Youkoso!,0,12,2,MANGA
Yamitsuki Marisu,0,0,2,MANGA
Honey Honey no Suteki na Boken,0,12,2,MANGA
Kamitsu no Kaiko ,0,1,0,ONE_SHOT
Chiisana Koi no Monogatari,0,0,43,MANGA
Schwarzesmarken Requiem,0,10,2,NOVEL
Maou no Keifu,0,0,3,MANGA
Monogusa Neneko no Taida na Tanteichou,0,16,2,NOVEL
Uchi no Pochi no Iu Koto ni wa,0,32,8,MANGA
Kikou Toshi Berlin,0,51,5,NOVEL
Yume no Royal,0,7,1,MANGA
Fire Investigator Nanase,0,0,7,MANGA
Kichiku Megane Kounin Comic Anthology,0,15,1,MANGA
Shadow Skill (2000),0,0,11,MANGA
Houkago no Honya-san,0,0,1,MANGA
Boku to Ore no Kawaii Anoko,0,7,1,MANGA
Kouketsu no Kumikyoku,0,20,3,MANGA
Secret Between You And Me,0,1,0,ONE_SHOT
Gakkou no Kaidan,0,0,10,NOVEL
Pixy Junket,0,6,1,MANGA
Nibelung no Yubiwa,0,0,4,MANGA
Hatsukoi wo Shosuru Houhou,0,7,1,MANGA
Jiaxian Xueyuan,0,20,0,MANGA
Kachuu Hana,0,153,19,MANGA
Rose Meets Rose,0,4,1,MANGA
Barista,0,89,10,MANGA
Ane Oto,0,34,4,MANGA
cm0,0,8,1,MANGA
Wrong Appeal,0,1,1,MANGA
Night Bird,0,0,7,MANGA
Kingyo no Osushi,0,1,0,ONE_SHOT
Oshiri Sawaritagaru Hito Nan nano,0,24,1,MANGA
Ginko no Madoguchi,0,67,6,MANGA
Yu Zi Cheng Shuo,0,46,0,MANGA
Atlantis at Home,0,1,0,ONE_SHOT
Tatoe Konohana ga Sakanakutemo,0,3,1,MANGA
Shoot! - Kubo Yoshiharu no Densetsu,0,0,1,MANGA
Mousou Shounen Kansoku Shoujo,0,18,4,MANGA
Ore no Aisuru Dorei-chan,0,9,1,MANGA
Eternal Arcadia: Kuuzoku Weiss Sanjou!,0,8,1,MANGA
Akumugari,0,4,1,MANGA
Shimobe Sensei no Toutoi Seikatsu: DEATHLESS,0,2,1,MANGA
Challenge Up!,0,12,2,MANGA
Maidens Order,0,14,2,MANGA
Check,0,8,6,MANGA
Maou-sama no Nukiuchi Dungeon Shisatsu,0,16,3,MANGA
Youkoso! Hohoemi Ryou e,0,25,5,MANGA
Junshin ni, Akuma tekini...,0,1,0,ONE_SHOT
Kyuumei Kyuuai Marriage,0,1,0,ONE_SHOT
Tsuzuki-kun to Inu-bu no Koto,0,0,2,MANGA
Biyaku na Honey,0,6,1,MANGA
Tasukete! Vampire,0,0,1,MANGA
Teiuka Koi ja ne?,0,50,10,MANGA
